Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.length_HongKong	Tree.t:h3n2_2deme.length_NewZealand	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	migModel.t:h3n2_2deme.popSize_HongKong	migModel.t:h3n2_2deme.popSize_NewZealand	migModel.t:h3n2_2deme.rateMatrix_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_NewZealand_HongKong	clockRate.c:h3n2_2deme	proportionInvariant.s:h3n2_2deme	kappa.s:h3n2_2deme	freqParameter.s:h3n2_2deme1	freqParameter.s:h3n2_2deme2	freqParameter.s:h3n2_2deme3	freqParameter.s:h3n2_2deme4	
24000	-4643.882444877364	-4536.537558115069	-107.344886762295	-4536.537558115069	7.456871820487017	49.5584276589055	40.888139376583844	8.670288282321671	5	16	40	19	0	3.751693880125295	0.40697981458351284	0.2387655324458309	1.65317011944285	0.003313591148737875	0.008871253906569437	7.061165573717336	0.29910464752135535	0.21315211463446163	0.23705220331315918	0.25069103453102387	
25000	-4643.383218086009	-4537.989074938616	-105.39414314739317	-4537.989074938616	7.4934299607583235	48.976792674226374	40.527583640885545	8.449209033340832	4	15	40	19	0	2.529568913603401	0.330448279895406	0.23334177756068794	1.715905195365677	0.0036148211782468164	0.01143228404126186	8.059825985467787	0.29910464752135535	0.21315211463446163	0.23705220331315918	0.25069103453102387	
26000	-4636.138987951895	-4534.29514207113	-101.84384588076468	-4534.29514207113	7.515436528073263	47.54327242225332	38.82784773417557	8.715424688077748	5	17	41	18	0	2.326527986368181	0.41113655868272353	0.1817209658999455	1.4900564484073004	0.0034493121731560515	0.012522527698887167	7.92488881169267	0.29910464752135535	0.21315211463446163	0.23705220331315918	0.25069103453102387	
27000	-4646.87552100499	-4538.345487113828	-108.53003389116218	-4538.345487113828	8.173020023844302	50.78166836179231	41.49012493949184	9.291543422300474	5	16	40	19	0	2.470891385622401	0.29219492371180766	0.16188387826647835	1.0099381701901617	0.0034165757447856228	0.023808039712934173	8.013181935407822	0.29910464752135535	0.21315211463446163	0.23705220331315918	0.25069103453102387	
28000	-4638.882142845899	-4542.882678642113	-95.99946420378544	-4542.882678642113	8.000262669285554	49.24189944700805	37.41745690309734	11.824442543910717	5	11	35	24	0	2.159418554199381	0.23500005385552675	0.14582945446613185	1.0367163667010695	0.0031555959262857536	0.023808039712934173	8.013181935407822	0.29910464752135535	0.21315211463446163	0.23705220331315918	0.25069103453102387	
29000	-4638.726146629894	-4545.617601171003	-93.10854545889119	-4545.617601171003	7.997315265656073	48.150265523211104	38.40636180778834	9.743903715422764	4	12	37	22	0	2.0001107141097467	0.2938795780113475	0.10522183761911533	1.514676804943981	0.00363810697742485	0.023808039712934173	7.406401997907499	0.29910464752135535	0.21315211463446163	0.2325205855668752	0.25522265227730784	
30000	-4628.076508266677	-4540.417446237153	-87.6590620295237	-4540.417446237153	7.750753031714867	47.01578756799361	39.140929100608005	7.874858467385603	4	14	39	20	0	1.982243125526539	0.24861133162644775	0.1297595065263013	2.501750426976304	0.0038370481730267904	0.04201114761318663	7.406401997907499	0.29910464752135535	0.21315211463446163	0.2325205855668752	0.25522265227730784	
31000	-4627.317590739052	-4540.111073580987	-87.20651715806534	-4540.111073580987	7.786008531259171	47.692228843251215	40.27325997889015	7.418968864361067	3	14	40	19	0	2.2176245227088502	0.20431152384455736	0.14325613889178831	1.4421219111016328	0.0035031055609598396	0.04830825429856368	7.406401997907499	0.30298572089104553	0.20927104126477147	0.2325205855668752	0.25522265227730784	
32000	-4626.776426594647	-4537.570659072818	-89.20576752182892	-4537.570659072818	7.399513569231274	45.64712918573872	35.9015137655835	9.74561542015522	4	13	38	21	0	2.01440596111918	0.20805593400394026	0.11209890367677569	1.1644555851401768	0.0035283423509931268	0.14086793977839013	7.406401997907499	0.30298572089104553	0.20927104126477147	0.2325205855668752	0.25522265227730784	
33000	-4614.899817051637	-4531.987567897785	-82.91224915385209	-4531.987567897785	7.3201267941511325	44.088964056634545	34.3011854736689	9.78777858296564	1	11	39	20	0	2.2769058118942196	0.22933467061966706	0.09896683865487622	1.2700069313739544	0.003901325233961434	0.14086793977839013	7.406401997907499	0.3009807277646744	0.20927104126477147	0.2325205855668752	0.257227645403679	
34000	-4635.977251704673	-4538.594029767299	-97.38322193737427	-4538.594029767299	7.153192926385421	44.81325878582929	35.39720443367057	9.416054352158707	3	14	40	19	0	1.8425207928156226	0.20731169988933776	0.05904256430245047	1.7806404754496623	0.003298425583576718	0.1264860920048832	5.758922701066453	0.3009807277646744	0.2055458106456097	0.2325205855668752	0.2609528760228408	
35000	-4618.8971841978855	-4542.558482311615	-76.33870188627084	-4542.558482311615	7.097726632499582	44.53564317694374	37.2647360647988	7.270907112144938	0	11	40	19	0	2.349895609810557	0.2124595973755928	0.05921374452609536	1.4257950921509501	0.0038909751125705944	0.34832286713481714	5.758922701066453	0.3009807277646744	0.2055458106456097	0.2325205855668752	0.2609528760228408	
36000	-4616.2901829527	-4540.164331979433	-76.12585097326745	-4540.164331979433	7.114057524313102	44.75149570762122	38.33346513794465	6.418030569676579	0	11	40	19	0	2.3776930913948657	0.19313397005921268	0.048846578197992964	2.1965231747944127	0.0038109786028273	0.34832286713481714	5.758922701066453	0.30438586427383396	0.2055458106456097	0.2325205855668752	0.2575477395136812	
37000	-4624.852757467925	-4539.965596140736	-84.88716132718884	-4539.965596140736	7.1752893718134585	43.996691214982945	36.59921671991996	7.397474495062981	2	14	41	18	0	2.8084384204123984	0.19710431482195012	0.07680060042527347	2.0865938258960735	0.00430649160455281	0.3710900135520518	5.758922701066453	0.3097470962302188	0.2055458106456097	0.2271593536104904	0.2575477395136812	
38000	-4628.209902706206	-4538.918845655511	-89.2910570506944	-4538.918845655511	7.158205565863789	44.42522255985391	36.747153587228986	7.678068972624913	2	12	39	20	0	3.191615784726826	0.24792769896292371	0.14194750872088388	2.2193351406160913	0.00407948796644863	0.24676410528601161	5.758922701066453	0.3097470962302188	0.2055458106456097	0.2271593536104904	0.2575477395136812	
39000	-4619.637004895485	-4531.281987268265	-88.35501762722009	-4531.281987268265	7.117399365595173	45.04080983471083	36.2893554485115	8.751454386199335	2	12	39	20	0	2.729173701656249	0.26490280857023163	0.09240654117673643	2.090256159678244	0.0037109026369486686	0.24676410528601161	5.920691935187623	0.3097470962302188	0.2055458106456097	0.2271593536104904	0.2575477395136812	
40000	-4635.538810659209	-4540.207260825558	-95.33154983365128	-4540.207260825558	7.167808497503564	45.182462891371685	35.97927336259038	9.203189528781325	3	15	41	18	0	2.2496296874381208	0.34183311199806854	0.10013363078049602	2.2589455686562547	0.0034956952974251687	0.33321569219109287	5.920691935187623	0.3097470962302188	0.2055458106456097	0.2271593536104904	0.2575477395136812	
41000	-4626.803185336261	-4535.295361140781	-91.50782419547986	-4535.295361140781	7.188783899689095	45.220441823082396	36.2844462410499	8.935995582032504	1	12	40	19	0	2.000990386336884	0.3572781687281305	0.11401904819706887	1.2915090021906623	0.003933295899080915	0.5313599451014472	5.920691935187623	0.3169939693093883	0.198242022956196	0.2240562877031552	0.2607077200312606	
42000	-4615.029068207177	-4529.2087776806875	-85.82029052648946	-4529.2087776806875	7.276294419786078	44.366649756380994	34.11246533250686	10.25418442387414	1	12	40	19	0	1.9738639055689065	0.27141058815692976	0.09572872067291453	0.7573213743309278	0.004305335525379697	0.3754326078325476	5.920691935187623	0.3162567651301523	0.2068341029517822	0.216201411886805	0.2607077200312606	
43000	-4620.191841154658	-4541.0284408700245	-79.16340028463284	-4541.0284408700245	7.328551322315397	42.853807256505426	34.88933507956213	7.9644721769432945	1	13	41	18	0	1.5111949046065223	0.2897286297518659	0.070606203664598	1.1742300099984164	0.003995450151582525	0.4025880975825626	9.244979706020684	0.32208317378019957	0.19249362511344548	0.21538549899241083	0.27003770211394423	
44000	-4621.507582127255	-4537.945255494564	-83.56232663269155	-4537.945255494564	7.423037255371164	42.92985106419104	35.47439648187521	7.455454582315825	3	16	42	17	0	1.539141778464799	0.2557844140286073	0.08006280124171306	1.4071986301203168	0.004262571923296063	0.4025880975825626	7.819183534014028	0.32208317378019957	0.19249362511344548	0.21538549899241083	0.27003770211394423	
45000	-4626.989072039464	-4538.450102036059	-88.53897000340469	-4538.450102036059	7.226976429329017	42.50866197434854	34.32103455128102	8.187627423067505	2	15	42	17	0	2.459160809659142	0.3550589500793366	0.07414170452897503	1.3330615104499577	0.0043548791694408865	0.22751214533601652	7.819183534014028	0.32208317378019957	0.19249362511344548	0.21151866412785503	0.27390453697850004	
46000	-4618.119300368034	-4540.347749833738	-77.77155053429613	-4540.347749833738	7.365252835509848	42.45121628366704	31.582750941444097	10.868465342222958	0	10	39	20	0	1.6607517789926733	0.3338780161961901	0.04220194757838422	1.440349553200425	0.004021324487130495	0.30203710803062345	7.819183534014028	0.3191458475143949	0.19263628071951702	0.21431333478758813	0.27390453697850004	
47000	-4621.468046627539	-4536.491926729951	-84.97611989758727	-4536.491926729951	7.614864424456449	43.710320552451286	33.984645253059185	9.725675299392085	0	12	41	18	0	1.4288704225355435	0.3312601973239847	0.042867679500054205	1.2794034474317046	0.004258689058538915	0.30203710803062345	5.909300533414964	0.3191458475143949	0.19263628071951702	0.2200352967752301	0.26818257499085807	
48000	-4612.536125122129	-4535.107826205248	-77.42829891688123	-4535.107826205248	7.019398095549857	41.80928039216128	32.792971651752374	9.016308740408903	0	12	41	18	0	1.4690360799499573	0.32559705884043116	0.030077071916216364	1.592818086607065	0.004489133307420285	0.30203710803062345	5.909300533414964	0.32690421906119493	0.19263628071951702	0.2200352967752301	0.26042420344405803	
49000	-4599.628954140649	-4531.24028383934	-68.38867030130898	-4531.24028383934	7.296812406826786	40.898050762454936	34.27934445342933	6.6187063090256	0	11	40	19	0	2.239971674351857	0.286040471120807	0.044470074414622085	1.980557171135958	0.004403245302251245	0.30203710803062345	5.909300533414964	0.32690421906119493	0.18916280288374718	0.2200352967752301	0.2638976812798279	
50000	-4606.606850191202	-4532.4661229180065	-74.14072727319625	-4532.4661229180065	7.189537342377991	40.867532913888155	32.85862630339852	8.008906610489644	1	11	39	20	0	2.704903043751165	0.3168391786534927	0.04084649463765911	1.7518410957964732	0.004641332585732679	0.46100000012728304	5.909300533414964	0.3208558240015449	0.18916280288374718	0.2200352967752301	0.2699460763394779	
51000	-4614.371238742901	-4532.778168558476	-81.59307018442503	-4532.778168558476	7.253471919885901	42.323228118473146	33.00524013953772	9.317987978935447	0	11	40	19	0	1.737673821955911	0.2992551976538972	0.03153360900683926	1.5668601156410733	0.003919130266478963	0.46100000012728304	7.731566365849291	0.3192776723039014	0.19400995860343423	0.22843379451547746	0.258278574577187	
52000	-4610.090012443138	-4527.5260847161035	-82.56392772703431	-4527.5260847161035	7.2816866828640485	43.63497679355149	33.26060995109164	10.37436684245985	0	10	39	20	0	1.587375206063329	0.47041116368891167	0.037898947852063644	0.9583221185655064	0.004427840837727444	0.46100000012728304	7.731566365849291	0.3192776723039014	0.19400995860343423	0.22843379451547746	0.258278574577187	
53000	-4616.845684386786	-4534.3478924910805	-82.49779189570563	-4534.3478924910805	7.192977646342835	43.13240147069189	32.65293845834881	10.47946301234309	1	13	41	18	0	1.5907952275247637	0.4459213561569388	0.03592428741140149	1.0505087371590986	0.0037706433700020548	0.46100000012728304	7.731566365849291	0.3192776723039014	0.19400995860343423	0.22843379451547746	0.258278574577187	
54000	-4613.2236110057665	-4532.889398619345	-80.33421238642134	-4532.889398619345	7.181509430409765	43.063377421191944	34.4790969059663	8.584280515225618	1	13	41	18	0	1.4872157861565278	0.4306680097570264	0.03325317684398273	1.12196622202345	0.0038973441518547823	0.46100000012728304	7.731566365849291	0.3192776723039014	0.19400995860343423	0.22843379451547746	0.258278574577187	
55000	-4612.1778528127315	-4523.059280830713	-89.11857198201842	-4523.059280830713	7.212034934512636	43.51867240182427	32.51819971192716	11.00047268989712	1	12	40	19	0	1.469594092055022	0.380171448175749	0.03842896426403282	1.368256484694091	0.0038873501748257953	0.28213118021992556	7.731566365849291	0.3192776723039014	0.19400995860343423	0.22843379451547746	0.258278574577187	
56000	-4613.0650046123565	-4526.723804229379	-86.34120038297702	-4526.723804229379	7.234547204869836	43.46954366368779	34.18646829250818	9.283075371179596	1	12	40	19	0	1.7460271559776108	0.3777221510905323	0.05064674153537585	1.697105430150549	0.0038154939244788855	0.28213118021992556	7.731566365849291	0.3192776723039014	0.19400995860343423	0.22843379451547746	0.258278574577187	
57000	-4619.707781968312	-4528.465930625764	-91.24185134254854	-4528.465930625764	7.154539221235971	43.153987036589484	34.38941911186177	8.764567924727709	4	16	41	18	0	1.9088860444987061	0.3972661757439747	0.08042310318709633	1.983878792915241	0.003918516963524427	0.4989979153660076	7.731566365849291	0.3143491729239364	0.19893845798339926	0.22843379451547746	0.258278574577187	
58000	-4611.41295981187	-4519.173854386595	-92.2391054252744	-4519.173854386595	7.178364820803551	42.71223889557023	32.99181207240349	9.720426823166749	4	15	40	19	0	2.441480805723065	0.44860044201415994	0.07054391846159007	1.3635538080185647	0.003967962957174938	0.4989979153660076	7.480121929171125	0.3143491729239364	0.19893845798339926	0.22843379451547746	0.258278574577187	
59000	-4610.642337230399	-4522.26332143617	-88.3790157942285	-4522.26332143617	7.090964718663521	42.56440208940404	32.970492650161745	9.593909439242294	3	15	41	18	0	1.8836487618248008	0.4232107125744865	0.06249273640591266	1.2451772487818598	0.004065336244976385	0.4989979153660076	7.480121929171125	0.3143491729239364	0.19893845798339926	0.22843379451547746	0.258278574577187	
60000	-4600.213719334367	-4523.926768019909	-76.28695131445778	-4523.926768019909	7.261058813925386	41.92244764979882	33.639290547435124	8.283157102363695	0	12	41	18	0	1.8844565616575404	0.3822673413710193	0.0345625850325792	1.510689350896379	0.0037355362089719346	0.4989979153660076	8.17142283696729	0.3143491729239364	0.19258726419007885	0.23043915546788998	0.2626244074180949	
61000	-4613.065471029516	-4529.369834285943	-83.69563674357268	-4529.369834285943	7.172181880244502	42.29200690534051	32.13251989020976	10.159487015130743	0	11	40	19	0	2.272255492876322	0.4546592270225873	0.043913934636474604	0.9352467373175631	0.0041895110156617565	0.31596508375523585	8.17142283696729	0.3212490194965267	0.19258726419007885	0.23043915546788998	0.2557245608455046	
62000	-4613.919365088108	-4530.329361537481	-83.59000355062616	-4530.329361537481	7.045688702050219	41.246794935769834	31.8460882713294	9.400706664440428	0	11	40	19	0	1.4440679333572382	0.5267480592942996	0.07085987754057117	1.1735096118055528	0.003941297608197547	0.31596508375523585	7.594166722956133	0.32635930110328326	0.19258726419007885	0.22532887386113337	0.2557245608455046	
63000	-4614.040526239892	-4530.631709988141	-83.40881625175092	-4530.631709988141	7.058719195908976	40.518173647883785	31.982838783376415	8.535334864507368	2	13	40	19	0	1.512353883488625	0.28594292518134984	0.05831254152025224	1.6600064508094599	0.004146926451288583	0.31596508375523585	7.594166722956133	0.32635930110328326	0.19258726419007885	0.22532887386113337	0.2557245608455046	
64000	-4609.126270283972	-4530.414928280684	-78.71134200328828	-4530.414928280684	6.92843224993833	39.15381648760659	30.448381408408842	8.705435079197745	2	11	38	21	0	1.5059718473648376	0.3894551916160666	0.04307241708993753	1.3400153938960586	0.0042279195094232416	0.31596508375523585	7.594166722956133	0.32635930110328326	0.19135846213736507	0.22655767591384715	0.2557245608455046	
65000	-4602.438865184225	-4519.3560097146765	-83.08285546954777	-4519.3560097146765	6.827744682200897	40.78181481986264	29.751835016609757	11.029979803252866	0	11	40	19	0	1.5535775215621517	0.8174843085595496	0.04532769476796312	1.2710147093758772	0.0042528939061074736	0.31596508375523585	7.594166722956133	0.32635930110328326	0.19135846213736507	0.22655767591384715	0.2557245608455046	
66000	-4611.862865900577	-4526.6176329005375	-85.24523300003948	-4526.6176329005375	6.892277326069598	41.05156574446606	28.547618714078023	12.50394703038803	1	11	39	20	0	1.5614315623195885	0.9349769936501444	0.03718208781963051	0.9260139237201813	0.00361860551908346	0.4615983229116632	7.594166722956133	0.33334238829923246	0.19135846213736507	0.21668783447187162	0.25861131509153096	
67000	-4602.082865554468	-4519.84497885339	-82.2378867010783	-4519.84497885339	6.822506690132722	39.039140772277385	27.386560529854137	11.65258024242326	2	11	38	21	0	1.2400072061182186	0.8192612969325485	0.0451199760702742	0.5869827389782517	0.0043403841476668216	0.4615983229116632	7.594166722956133	0.33334238829923246	0.19587919941698434	0.21216709719225235	0.25861131509153096	
68000	-4598.562869890454	-4521.855865743061	-76.70700414739262	-4521.855865743061	6.890805843787882	39.6560702724523	27.039226925703723	12.61684334674857	1	8	36	23	0	1.3199963596689086	0.4572513567329546	0.03099057181263962	0.6120213992124597	0.0042350336048884675	0.43179234570699304	7.594166722956133	0.32461498036281444	0.19587919941698434	0.22089450512867034	0.25861131509153096	
69000	-4621.476972491122	-4526.476438844838	-95.00053364628369	-4526.476438844838	7.072800254734292	41.6704168150533	28.56731559539206	13.103101219661252	2	10	37	22	0	1.000727143232185	0.45335235716648203	0.03524794072262719	0.9764796884336068	0.0038881594479499267	0.43179234570699304	7.594166722956133	0.32461498036281444	0.19587919941698434	0.22089450512867034	0.25861131509153096	
70000	-4606.9953316665815	-4532.598398011322	-74.39693365525946	-4532.598398011322	7.0337476062904924	38.847931938383276	26.41491213991368	12.433019798469587	1	8	36	23	0	1.0492982530703852	0.6760658727060056	0.044250416548248406	1.0130164009216611	0.0050698012225879755	0.43179234570699304	7.594166722956133	0.32461498036281444	0.19587919941698434	0.22078454355150873	0.25872127666869255	
71000	-4612.083684305298	-4528.258825302131	-83.82485900316702	-4528.258825302131	6.771435663713618	40.01483259831262	28.067733940022087	11.947098658290553	1	8	36	23	0	1.0669745056099031	0.6854215024030416	0.043974101413672285	0.7015858818796394	0.003842927700332118	0.43179234570699304	7.700035736404445	0.3211936154086126	0.19587919941698434	0.22078454355150873	0.2621426416228944	
72000	-4606.447857104539	-4524.549547158345	-81.89830994619415	-4524.549547158345	6.750481050764682	39.87505946907296	26.4489227696605	13.426136699412453	2	8	35	24	0	1.3514844993519812	0.735445936806041	0.03882411280350672	0.5745954534854839	0.004348789416899273	0.3140474106073411	7.700035736404445	0.3300988216525314	0.19638040833406506	0.22078454355150873	0.25273622646189486	
73000	-4605.210618862653	-4522.910469747623	-82.30014911502955	-4522.910469747623	6.877369689835384	40.10510353968678	28.248549126433975	11.856554413252809	1	9	37	22	0	1.5397725129211242	0.7220025747391625	0.04780734844548903	0.5162172523728341	0.004450069408024932	0.3140474106073411	7.700035736404445	0.32186561963319155	0.19828113491521648	0.22078454355150873	0.2590687019000833	
74000	-4600.42188493547	-4519.903197897624	-80.51868703784656	-4519.903197897624	6.9555792437337765	39.657322527898245	28.13634664342597	11.520975884472264	1	9	37	22	0	1.9055003247924636	0.6408004471390966	0.03439808537904521	0.6600141918740732	0.00465950459689401	0.4973080284629182	6.488380346431455	0.32186561963319155	0.19828113491521648	0.22078454355150873	0.2590687019000833	
75000	-4607.723600563599	-4525.851890241509	-81.87171032209004	-4525.851890241509	7.59368309386679	42.8646968424704	34.226051179195764	8.638645663274644	0	11	40	19	0	1.87038755358666	0.5822627789603289	0.043674507170445374	0.7350862482355293	0.00406708953289437	0.4973080284629182	6.488380346431455	0.32186561963319155	0.19828113491521648	0.22078454355150873	0.2590687019000833	
76000	-4609.313184314876	-4524.067070142871	-85.24611417200465	-4524.067070142871	6.913068217583357	39.7417298143014	28.08707556748227	11.654654246819135	4	11	36	23	0	1.7563185232045135	0.5772061338569286	0.041589999026653474	0.6679208241601451	0.0038904217365145193	0.4973080284629182	6.488380346431455	0.326461635231669	0.19828113491521648	0.21618852795303128	0.2590687019000833	
77000	-4604.0008430740845	-4518.234561738065	-85.76628133601952	-4518.234561738065	6.818656040284939	41.13965880010436	30.137203345842497	11.002455454261879	1	11	39	20	0	1.670169661188514	0.5473246526762288	0.030298916105614183	0.9497021874972045	0.00445983200142457	0.4973080284629182	6.481094930034718	0.326461635231669	0.19828113491521648	0.21618852795303128	0.2590687019000833	
78000	-4598.341380784504	-4513.551713039745	-84.78966774475842	-4513.551713039745	6.7744266769331976	41.36245902560984	31.36152634927971	10.000932676330123	0	10	39	20	0	1.3992022543071048	0.6640652536194809	0.0212968767986171	1.0543847103824102	0.004073464386234108	0.35415147156246196	6.481094930034718	0.3292374323516729	0.19828113491521648	0.21341273083302736	0.2590687019000833	
79000	-4593.874955463678	-4514.078645619668	-79.79630984401001	-4514.078645619668	6.737693251126454	40.42172906721166	30.672279682916237	9.749449384295419	1	12	40	19	0	1.5180751929250187	0.421514871812115	0.03526267751801748	1.1496034256747154	0.0041590473819074405	0.3628322936627265	6.481094930034718	0.3218346718751018	0.2006358230810272	0.21341273083302736	0.26411677421084373	
80000	-4605.017337872922	-4527.05853509165	-77.95880278127262	-4527.05853509165	6.8273113089232185	40.75667567305223	30.383211076883278	10.373464596168969	1	10	38	21	0	1.6935621146181161	0.41906580525168463	0.02432122249265959	0.9351998614439337	0.004506403606637645	0.3628322936627265	6.481094930034718	0.3218346718751018	0.2006358230810272	0.21341273083302736	0.26411677421084373	
81000	-4597.984774326255	-4523.919364110545	-74.06541021571064	-4523.919364110545	6.753565797340182	38.451618470335205	29.877777289176763	8.573841181158443	0	10	39	20	0	1.642413299326957	0.4132874569837549	0.0425205664986984	0.9822025435438207	0.004580390326606688	0.3628322936627265	6.481094930034718	0.32711615430334484	0.2006358230810272	0.21664334392086218	0.2556046786947659	
82000	-4603.813867578907	-4521.3643360656815	-82.44953151322488	-4521.3643360656815	6.783092365192181	40.93736658093533	31.028366964676138	9.908999616259198	1	10	38	21	0	1.4986342741369674	0.4188264663130453	0.03955149641330792	0.7791382342278445	0.004070779723976856	0.36727716884261186	6.162340064614927	0.33180254500814316	0.2089973323065993	0.21664334392086218	0.24255677876439546	
83000	-4599.674000356387	-4524.78655956269	-74.8874407936971	-4524.78655956269	6.906855050300041	40.24823842445446	32.098495309024855	8.149743115429619	1	11	39	20	0	1.8182787785750238	0.30639776720274997	0.04305795284368533	0.9267301199601415	0.00465822875480249	0.36727716884261186	6.162340064614927	0.33180254500814316	0.2085865489230914	0.21664334392086218	0.24296756214790338	
84000	-4597.225056180413	-4528.038251204365	-69.18680497604771	-4528.038251204365	7.117900663273332	39.95072526976803	31.697677433658615	8.253047836109415	0	9	38	21	0	1.5428358734180216	0.23157926980705937	0.033519960621450566	0.7779330768785973	0.004178156215902483	0.37175632559175564	6.162340064614927	0.33180254500814316	0.2085865489230914	0.20986926792471183	0.24974163814405373	
85000	-4587.792273908902	-4515.225398392408	-72.56687551649352	-4515.225398392408	6.947755298063786	40.100606326811956	32.22599597590234	7.8746103509096175	2	12	39	20	0	1.6945017299218736	0.2812641347574214	0.03625221017174891	1.0040223919086826	0.0047778917914544985	0.37175632559175564	6.162340064614927	0.33180254500814316	0.2085865489230914	0.20812660801747718	0.2514842980512884	
86000	-4588.734174752476	-4513.081045932957	-75.65312881951913	-4513.081045932957	7.123620450409636	41.37095538992503	31.541750410132146	9.829204979792877	1	10	38	21	0	1.7162504146292696	0.43680349834589266	0.027471924123771172	0.8570869696028114	0.00392228815359206	0.37175632559175564	6.162340064614927	0.3348952606808826	0.2085865489230914	0.20812660801747718	0.248391582378549	
87000	-4592.300038697667	-4515.499258645594	-76.80078005207396	-4515.499258645594	7.337963401782476	42.64145486372011	34.004044214889205	8.637410648830912	0	10	39	20	0	2.457621271702177	0.38702550837365585	0.02335950347451704	0.9325277453078848	0.0037557363827161604	0.3907656095232369	6.162340064614927	0.3348952606808826	0.2085865489230914	0.20812660801747718	0.248391582378549	
88000	-4608.4767416258865	-4524.967714249531	-83.5090273763553	-4524.967714249531	7.316412076841138	43.25172726191369	32.47783030999605	10.773896951917655	2	10	37	22	0	2.136296459735471	0.34681793191751253	0.021002103398451124	0.7777603852408506	0.003736513190806468	0.3907656095232369	6.162340064614927	0.3367022877409979	0.2085865489230914	0.2109977636584774	0.24371339967743347	
89000	-4609.660279973641	-4531.183725935717	-78.47655403792432	-4531.183725935717	7.329522846260704	42.64241496857218	31.645113477868783	10.997301490703405	0	8	37	22	0	1.4549341541832912	0.4260730133440498	0.028581105503356363	0.6425874268476955	0.00417658915797259	0.3392816809029622	6.162340064614927	0.3367022877409979	0.2085865489230914	0.2109977636584774	0.24371339967743347	
90000	-4608.193332736723	-4525.015247773622	-83.1780849631014	-4525.015247773622	7.473604217984796	43.018291562113575	33.811678689529	9.206612872584579	0	10	39	20	0	1.6017115606890628	0.4168989808491904	0.03511948386264639	0.5349758144958446	0.004241959088586665	0.3392816809029622	6.162340064614927	0.3367022877409979	0.2085865489230914	0.2109977636584774	0.24371339967743347	
91000	-4606.957028774388	-4524.680917158057	-82.27611161633068	-4524.680917158057	7.552169034608228	43.41858730020117	32.76813689727199	10.65045040292918	1	10	38	21	0	1.4288255106084211	0.3976382165403612	0.062331213649182836	0.49316659880114777	0.0040969522484615205	0.3392816809029622	6.162340064614927	0.3367022877409979	0.2085865489230914	0.21044973588518676	0.2442614274507241	
92000	-4601.458491288605	-4520.36381234824	-81.09467894036553	-4520.36381234824	7.6142061192191095	42.5675712780994	29.18812828651702	13.37944299158237	3	9	35	24	0	1.1801973093998817	0.3870342516925803	0.07426178975474257	0.6196472954379574	0.004086815978160879	0.3392816809029622	6.162340064614927	0.3367022877409979	0.2085865489230914	0.21044973588518676	0.2442614274507241	
93000	-4601.438694971715	-4526.284734906182	-75.15396006553345	-4526.284734906182	7.685264974141541	41.63740668159055	30.740564893269273	10.896841788321261	3	10	36	23	0	1.0768172571834023	0.29685619354510423	0.08758658596426773	0.6498833985861289	0.004038514578204323	0.3392816809029622	6.162340064614927	0.34162689187006196	0.20366194479402738	0.21044973588518676	0.2442614274507241	
94000	-4598.79764663438	-4523.102600122927	-75.6950465114529	-4523.102600122927	7.881066506348196	41.93928528391723	30.712158985005875	11.227126298911354	4	10	35	24	0	1.496291888482924	0.3715584437269536	0.1024582706361882	0.9483261452853609	0.0038888170851663724	0.3392816809029622	6.078732120429036	0.34162689187006196	0.20237904569110418	0.21173263498810996	0.2442614274507241	
95000	-4594.332373826992	-4514.712412725355	-79.61996110163746	-4514.712412725355	7.514103191583424	41.89448308071097	31.326392071999756	10.568091008711203	1	10	38	21	0	1.3746071060044383	0.43110782489805016	0.05956776184942785	0.87618755049702	0.004043343982177502	0.3392816809029622	6.078732120429036	0.3375039449008621	0.20650199266030406	0.21043381127288596	0.2455602511659481	
96000	-4597.341422321895	-4516.751796952328	-80.58962536956714	-4516.751796952328	7.164534503250185	41.502788994462435	31.625472122405	9.877316872057428	1	11	39	20	0	2.372227730824266	0.5206551868937674	0.047530360795699216	0.8033870118383295	0.0040727980866298846	0.4483759210092196	6.078732120429036	0.33100343076432265	0.2130025067968435	0.21043381127288596	0.2455602511659481	
97000	-4606.39573237539	-4522.886917345594	-83.50881502979607	-4522.886917345594	7.19577112175306	42.9620063687632	33.48148944451778	9.48051692424543	0	10	39	20	0	1.9233693011323896	0.5729157818600426	0.06481235805641723	0.8782565248875173	0.003954727859812389	0.4483759210092196	7.264536078007217	0.33100343076432265	0.2130025067968435	0.21043381127288596	0.2455602511659481	
98000	-4611.820679583914	-4520.783560018756	-91.03711956515785	-4520.783560018756	7.22484720072944	44.23001806394315	32.535100201061404	11.694917862881738	1	12	40	19	0	1.7555887906621002	0.6383245173866912	0.04768417638095687	1.027690237520532	0.004270243483692799	0.3366632832745037	7.264536078007217	0.3405793769372899	0.2034265606238762	0.21675357333190823	0.23924048910692583	
